Session_FinalSessionNumber	Session_Clientid	Session_Title	Slot_Date	 Slot_StartTime	Slot_EndTime	Session_CECredit	Session_Withdrawn	Session_SubTitle	Session_VerificationLevel	Property_Name	Room_Name	Session_Award	Program_Code
PS408	13407	Minimally Invasive Inguinal Hernia Repair: Current Indications and Techniques	10/20/2016	9:45 AM	11:15 AM	1.5	N	Minimally invasive inguinal hernia repair has been around almost as long as laparoscopic cholecystectomy and was widely felt twenty years ago to replace open inguinal hernia repair as surgeon proficiency and technology advanced. However it has not replaced open inguinal hernia repair. Why is this so? What are the current indications and contraindications for laparoscopic inguinal hernia repair? What the indications for open inguinal hernia repair? What about the role of robotic inguinal hernia repair - is it a good technique that is economically feasible? Have the costs improved and technologies advanced to the point that one technique should be adopted over the other?		Washington DC Convention Center	Ballroom A	Y	2016_ps
PS409	13409	Ten Hot Topics in Surgical Oncology	10/20/2016	9:45 AM	11:15 AM	1.5	N	TBD		Washington DC Convention Center	145	Y	2016_ps
PS410	13411	Surgical Management of Obstructive Sleep Apnea	10/20/2016	9:45 AM	11:15 AM	1.5	N	Obstructive Sleep Apnea/Hypopnea Syndrome (OSAHS) is a commonly encountered medical condition affecting up to 42 million patients or one in five adults in the United States alone. OSAHS is multifactorial and often presents with a high relapse rate from inadequate surgical treatment. This panel session will review common treatment methods and various complications that are encountered by surgeons. Controversies in treatment will be discussed by the panel. Treatment algorithms for the surgical management of OSAHS and complications will be presented. This session will be valuable to all surgeons providing care for OSAHS including otolaryngologists plastic and reconstructive surgeons pediatric surgeons and oral and maxillofacial surgeons.		Washington DC Convention Center	202 A	Y	2016_ps
PS411	13413	Ten Hot Topics in Advocacy and Health Policy	10/20/2016	9:45 AM	11:15 AM	1.5	N	This panel will explore all the various aspects of the new physician payment program - the Quality Payment Program (QPP).  What will surgeons need to know in order to participate?  How is ACS responding?  What are some of the Alternative Payment Models for surgeons?		Washington DC Convention Center	202 B	Y	2016_ps
PS412	13417	Ten Hot Topics in Critical Care	10/20/2016	9:45 AM	11:15 AM	1.5	N	The essential studies published in the following broad topic areas of surgical critical care from the last twelve months will be reviewed by seven topic experts: Cardiac Pulmonary Renal Fluid/Electrolyte/Nutrition Hematology Infectious Disease and intensive care unit administration.  The top five to six articles from the year in each of these topic areas will be reviewed and placed into context.		Washington DC Convention Center	150	Y	2016_ps
PS413	13419	The College's Clinical Scholars 2016	10/20/2016	9:45 AM	11:15 AM	1.5	N	The American College of Surgeons (ACS) Clinical Scholars In Residence program provides residents the opportunity to acquire the skills of a contemporary young surgeon-scientist by spending two years at the College working on surgical quality improvement and projects involving the College's trauma cancer bariatric and ACS NSQIP databases under the supervision of a cadre of mentors.  Simultaneously residents take courses at a local university for a master's degree in a health-related field under the mentorship of a surgeon from their home institution.  This program is helping to develop the next generation of thoughtful surgeon-leaders strongly rooted in evidence-based surgery. Surgical residents who completed the program in 2015 as well as earlier alumni will discuss their experiences and the ongoing effect of being an ACS Clinical Scholar.		Washington DC Convention Center	102	N	2016_ps
SF01	12843	Surgical Education I	10/17/2016	9:45 AM	11:15 AM	1.5	N			Washington DC Convention Center	145	N	2016_sf
SF02	12845	Hepatobiliary and Pancreas I	10/17/2016	9:45 AM	1:00 PM	3	N			Washington DC Convention Center	150	N	2016_sf
SF03	12847	Surgical Oncology I	10/17/2016	9:45 AM	1:00 PM	3	N			Washington DC Convention Center	201	N	2016_sf
SF04	12849	Pediatric Surgery I	10/17/2016	2:30 PM	4:00 PM	1.5	N			Washington DC Convention Center	102	N	2016_sf
SF05	12851	Quality Safety and Outcomes I	10/17/2016	2:30 PM	4:00 PM	1.5	N			Washington DC Convention Center	143 BC	N	2016_sf
SF06	12853	Cardiac Surgery	10/17/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	149AB	N	2016_sf
SF07	12855	General Surgery I	10/17/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	202 A	N	2016_sf
SF08	12857	Urological Surgery I	10/17/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	143 A	N	2016_sf
SF09	12859	Bariatric/Foregut I	10/18/2016	8:00 AM	9:30 AM	1.5	N			Washington DC Convention Center	202 A	N	2016_sf
SF10	12861	Surgical Education II	10/18/2016	8:00 AM	9:30 AM	1.5	N			Washington DC Convention Center	150	N	2016_sf
SF11	12863	Ethics	10/18/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	102	N	2016_sf
SF12	12865	Quality Safety and Outcomes II	10/18/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	143 BC	N	2016_sf
SF13	12867	Thoracic Surgery	10/18/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	152A	N	2016_sf
SF14	12869	Trauma I-Clinical Trauma	10/18/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	144	N	2016_sf
SF15	12871	Colon and Rectal Surgery I	10/18/2016	9:45 AM	11:15 AM	1.5	N			Washington DC Convention Center	Ballroom A	N	2016_sf
SF16	12873	Orthopaedic Surgery	10/18/2016	9:45 AM	11:15 AM	1.5	N			Washington DC Convention Center	204BC	N	2016_sf
SF17	12875	Urological Surgery II	10/18/2016	12:45 PM	2:15 PM	1.5	N			Washington DC Convention Center	152B	N	2016_sf
SF18	12883	Bariatric/Foregut II	10/18/2016	12:45 PM	4:00 PM	3	N			Washington DC Convention Center	201	N	2016_sf
SF19	12885	Geriatric Surgery and Palliative Care	10/18/2016	12:45 PM	4:00 PM	3	N			Washington DC Convention Center	146 A	N	2016_sf
SF20	12887	Global Surgery/Humanitarian Outreach	10/18/2016	12:45 PM	4:00 PM	3	N			Washington DC Convention Center	204BC	N	2016_sf
SF21	12889	Transplantation and Tissue Engineering I	10/18/2016	12:45 PM	4:00 PM	3	N			Washington DC Convention Center	151 B	N	2016_sf
SF22	12891	Vascular Surgery I	10/18/2016	12:45 PM	4:00 PM	3	N			Washington DC Convention Center	152A	N	2016_sf
SF23	12893	Colon and Rectal Surgery II	10/18/2016	2:30 PM	4:00 PM	1.5	N			Washington DC Convention Center	Ballroom B	N	2016_sf
SF25	12897	Hepatobiliary and Pancreas II	10/18/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	144	N	2016_sf
SF26	12901	Pediatric Surgery II	10/18/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	152B	N	2016_sf
SF27	13047	Plastic and Maxillofacial Surgery I	10/18/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	143 A	N	2016_sf
SF28	13049	Quality Safety and Outcomes III	10/18/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	102	N	2016_sf
SF29	13051	Trauma II-Basic Science Trauma	10/18/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	151 A	N	2016_sf
SF30	13059	Neurological Surgery	10/19/2016	8:00 AM	9:30 AM	1.5	N			Washington DC Convention Center	207A	N	2016_sf
SF31	13061	Trauma III-Geriatric Trauma	10/19/2016	8:00 AM	9:30 AM	1.5	N			Washington DC Convention Center	207B	N	2016_sf
SF32	13063	Colon and Rectal Surgery III	10/19/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	146 A	N	2016_sf
SF33	13065	General Surgery II	10/19/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	Ballroom B	N	2016_sf
SF34	13081	Surgical Education III	10/19/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	102	N	2016_sf
SF35	13083	Surgical Oncology II	10/19/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	202 B	N	2016_sf
SF36	13085	Transplantation and Tissue Engineering II	10/19/2016	9:45 AM	11:15 AM	1.5	N			Washington DC Convention Center	202 A	N	2016_sf
SF37	13087	Colon and Rectal Surgery IV	10/19/2016	2:30 PM	4:00 PM	1.5	N			Washington DC Convention Center	Ballroom B	N	2016_sf
SF38	13089	Surgical Education IV	10/19/2016	2:30 PM	4:00 PM	1.5	N			Washington DC Convention Center	143 BC	N	2016_sf
SF39	13091	Breast	10/19/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	202 B	N	2016_sf
SF40	13093	Endocrine Surgery	10/19/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	149AB	N	2016_sf
SF41	13095	Plastic and Maxillofacial Surgery II	10/19/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	140	N	2016_sf
SF42	13097	Quality Safety and Outcomes IV	10/19/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	143 A	N	2016_sf
SF43	13099	Vascular Surgery II	10/19/2016	2:30 PM	5:45 PM	3	N			Washington DC Convention Center	151 A	N	2016_sf
SF44	13101	Plastic and Maxillofacial Surgery III	10/20/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	201	N	2016_sf
SF45	13103	Colon and Rectal Surgery V	10/20/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	152A	N	2016_sf
SF46	13105	Critical Care Surgery	10/20/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	207A	N	2016_sf
SF47	13107	General Surgery III	10/20/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	Ballroom C	N	2016_sf
SF48	13109	Quality Safety and Outcomes V	10/20/2016	8:00 AM	11:15 AM	3	N			Washington DC Convention Center	140	N	2016_sf
SF49	13111	Surgical Education V	10/20/2016	8:00 AM	11:15 AM	0	N			Washington DC Convention Center	146 A	N	2016_sf
SF50	13113	Surgical Oncology III	10/20/2016	8:00 AM	11:15 AM	0	N			Washington DC Convention Center	151 B	N	2016_sf
SF51	13115	Vascular Surgery III	10/20/2016	8:00 AM	11:15 AM	0	N			Washington DC Convention Center	151 A	N	2016_sf
SI02	13439	Focus on RAS-ACS	10/16/2016	11:30 AM	3:00 PM	0	N			Washington DC Convention Center	146 A		2016_si
SI03	13441	Medical Student Program (Day I)	10/16/2016	11:30 AM	6:00 PM	0	N			Washington DC Convention Center	146 BC		2016_si
SI05	13449	Convocation	10/16/2016	6:00 PM	8:00 PM	0	N			Washington DC Convention Center	Hall D		2016_si
SI06	13451	Opening Ceremony	10/17/2016	8:00 AM	9:00 AM	0	N			Washington DC Convention Center	Hall D		2016_si
SI07	13435	Surgery Resident Program:  Starting Surgical Practice:  Essentials for Success	10/17/2016	10:00 AM	6:00 PM	0	N			Washington DC Convention Center	Salon C	N	2016_si
SI09	13443	Medical Student Program (Day II)	10/17/2016	1:00 PM	6:00 PM	0	N			Washington DC Convention Center	144	N	2016_si
SI10	13429	Cardiothoracic Surgery in the Future:  Technology Overview for Residents and Medical Students	10/17/2016	5:30 PM	9:00 PM	0	N			Renaissance Washington DC	Renaissance Ballroom		2016_si
SI11	13445	Medical Student Program (Day III)	10/18/2016	1:00 PM	2:15 PM	0	N			Washington DC Convention Center	144		2016_si
SI12	13431	Chapter Speed Networking	10/18/2016	3:00 PM	5:00 PM	0	N			Marriott Marquis Washington DC	Marquis Ballroom Salons 1-4		2016_si
SI13	13459	Young Fellows Association Speed Mentoring Program	10/18/2016	4:00 PM	5:00 PM	0	N			Marriott Marquis Washington DC	Marquis Ballroom Salon 6	N	2016_si
SI14	13447	Rural Surgeons Open Forum and Oweida Scholarship Presentation	10/18/2016	4:15 PM	5:45 PM	0	N			Washington DC Convention Center	206	N	2016_si
SI15	13453	Annual Business Meeting of Members	10/19/2016	4:15 PM	5:15 PM	0	N			Washington DC Convention Center	145		2016_si
SI16	13461	Taste of the City	10/19/2016	5:00 PM	7:00 PM	0	N			Washington DC Convention Center	Hall D		2016_si
SL01	14095	Firearm Injury Prevention	10/17/2016	1:00 PM	2:30 PM	1	N	Firearm injury continues to plaque our country and potential solutions remain a high profile topic in the national debate.  While gun control is clearly a polarizing issue other approaches to this public health problem may allow us (and perhaps other academic medical organizations) to lead an effort to find a common ground so that progress can be made in addressing firearm violence.  This session will be moderated by COT leadership and discuss in part results from a survey of the national COT to determine their views on a wide variety of firearm injury - related topics.  Ample time for open discussion from the audience will be a vital part of this important session.		Washington DC Convention Center	Hall D	N	2016_st
SL02	14101	ACS Strong for Surgery	10/18/2016	11:15 AM	12:45 PM	1	N	A patient's risk of negative outcomes is often predetermined based on their risk characteristics but also potentially modifiable in the days and weeks leading up to an operation. While much of the focus of quality initiatives is on in-hospital care surgeons also have an opportunity to reduce complications by a standardized approach to patient optimization before hospitalization. The evidence related to preoperative optimization related to cigarette cessation nutrition medication management and glucose homeostasis will be reviewed and attendees given step by step approaches to implementing effective office-based risk reducing strategies. The session will introduce the American College of Surgeons supported 'Strong for Surgery' initiative a program that brings pre-surgery checklists to doctors' offices to improve clinical outcomes and keep surgeons ahead of the quality initiative curve.		Washington DC Convention Center	Hall D	N	2016_st
SL03	14103	Global Engagement	10/19/2016	11:15 AM	12:45 PM	1	N	The Global Engagement session is scheduled to introduce the new strategic direction of the American College of Surgeons in global and domestic volunteerism. There will be three 30 minutes sessions. The first session will focus on International programs and the second session will focus on Domestic volunteerism where examples of best practices from previous Award winners will be presented. The last 30 minutes will provide opportunity for an open mic presentation. Fellows can discuss the extraordinary volunteerism work they do domestically and abroad.  Each presenter will be given three minutes to share highlights of their work. Those interested to present should contact bwilczak@facs.org.		Washington DC Convention Center	Ballroom C	N	2016_st
SSC01	12771	Advanced Skills Training for Rural Surgeons: Emergency Urology and Vascular Procedures	10/15/2016	8:00 AM	5:30 PM	8	N	This course will address the scope of practice unique to rural surgeons who often have to diagnose and manage acute conditions that would be treated by surgical subspecialists in urban areas. Curriculum will include modules on urologic and vascular surgery. The urology portion will cover suprapubic tube insertion the management of testicular torsion cystoscopy and ureteral stent insertion.  The vascular module will cover tourniquet and other external hemorrhage control and emergency vascular shunting. It will include the initial management of acute limb ischemia and fasciotomy techniques for the management of lower extremity compartment syndrome. The course content will have online didactic material for knowledge acquisition. The onsite portion of the course will focus on mentored hands-on practice.	III	The George Washington University (GWU) 	Washington Institute of Surgical Ed. (WISE)	Y	2016_ssc
SSC02	12775	International Humanitarian Aid Surgery	10/16/2016	8:00 AM	5:15 PM	8	N	This course will help prepare the International Humanitarian Aid Volunteer to function in a low resource setting for treatment of common surgical conditions.  In developing countries the surgical volunteer must truly be a  generalist  and able to handle a variety of conditions; including obstetrical and surgical sub-specialties.  This course will provide didactic and hands on skills training in key areas of orthopedics general surgery neurosurgery plastics and obstetrics and gynecology (OB-GYN).    NOTE: THIS COURSE WILL BE HELD AT A GOVERNMENT FACILITY. ALL PARTICIPANTS AND FACULTY WILL BE VETTED FOR SECURITY CLEARANCE IN ADVANCE. Registration for this course will close on September 26 2016.	III	Uniformed Services University of the Health Sciences (USUHS)	The Val G. Hemming Simulation Center	Y	2016_ssc
SSC03A	12779	Surgical Endoscopy:  Essential Skills for the Gastrointestinal Surgeon (Lecture Only)	10/16/2016	8:00 AM	12:15 PM	4	N	Therapeutic endoscopy is changing the face of surgery. Gastroesophageal reflux disease (GERD) Barretts esophagus achalasia anastomotic leaks and intestinal fistulas are all being managed with endoscopic therapies. This course will show participants how to use flexible endoscopy to take better care of surgical patients both in and out of the operating room. It will also address how the American Board of Surgery (ABS) is working toward retooling the surgical workforce by mandating a curriculum in flexible gastrointestinal (GI) endoscopy with validated metrics of performance for all general surgical residents.  A brief summary of energy source knowledge and safety pertinent to the therapeutic endoscopy is included.	II	Washington DC Convention Center	140	Y	2016_ssc
SSC03B	12777	Surgical Endoscopy:  Essential Skills for the Gastrointestinal Surgeon (Lecture and Lab)	10/16/2016	8:00 AM	5:30 PM	8	N	Therapeutic endoscopy is changing the face of surgery. Gastroesophageal reflux disease (GERD) Barretts esophagus achalasia anastomotic leaks and intestinal fistulas are all being managed with endoscopic therapies. This course will show participants how to use flexible endoscopy to take better care of surgical patients both in and out of the operating room. It will also address how the American Board of Surgery (ABS) is working toward retooling the surgical workforce by mandating a curriculum in flexible gastrointestinal (GI) endoscopy with validated metrics of performance for all general surgical residents.  A brief summary of energy source knowledge and safety pertinent to the therapeutic endoscopy is included.  The hands-on lab will introduce participants to techniques and technologies that can be readily introduced into their practice. These include: placing stents mucosal ablation endolumenal therapies for GERD endoscopic suturing endoscopic mucosal resection and per oral endoscopic myotomy (POEM).	III	Washington DC Convention Center	Salon GH	Y	2016_ssc
SSC04	12783	Thyroid Parathyroid and Neck Ultrasound	10/16/2016	8:15 AM	5:30 PM	7.75	N	The objective of this course is to introduce the practicing surgeon to office based ultrasound examination of the thyroid parathyroid and neck for commonly encountered diseases.  The distinction of normal from malignant lymphadenopathy is emphasized with a demonstration of the comprehensive examination of lymph node basins in cervical levels I- VI. The technique of ultrasound guided fine needle aspiration (FNA) of thyroid nodules and lymph nodes are addressed in didactic lecture format.  In addition hands-on skill sessions allow the surgeon to develop techniques to perform diagnostic neck ultrasound.  The use of standardized patients allows supervised hands on experience with transverse and longitudinal ultrasound methods.  The techniques of FNA of lesions will be performed using phantom models.  Attendees will be instructed in the practical detail and hurdles in developing office based ultrasound. PREREQUISITE: Registrants must have completed the Ultrasound for Surgeons: The Basic Course 3rd Edition Online Course. To purchase the prerequisite please copy and paste this URL to your browser: https://web4.facs.org/eBusiness/ProductCatalog/product.aspx?ID=655	III	Washington DC Convention Center	Salon I	Y	2016_ssc
SSC05	12787	Endoscopic Bariatric Techniques: Skills and Strategies for Mastering Primary Endoluminal Procedures and Managing Complications	10/17/2016	10:00 AM	5:30 PM	6	N	Bariatric procedures and their associated complication management strategies have evolved over the past 10 to 20 years to include flexible endoscopy as a mainstay. This course will define the role of flexible endoscopy as primary endoscopic bariatric therapy and also the endoscopic management of surgical complications related to bariatric surgery. The hands-on session will then expose the participant to these different flexible endoscopic techniques. Participants of this course must have basic flexible endoscopic skills.	III	Washington DC Convention Center	103A	Y	2016_ssc
SSC06	12785	Interventional Ultrasound Applications for the General Surgeon	10/17/2016	1:00 PM	5:15 PM	4	N	This course will provide the practicing general surgeon with an introduction to the application of ultrasound  in a general surgical practice. The basic principles of ultrasonography will be reviewed with an overview of its use in areas typically encountered by general surgeons. A series of lectures will provide instruction on diagnostic ultrasound in the areas of breast vascular and abdominal surgeries. These lectures are the basis for the hands on skills session where diagnostic ultrasound in addition to ultrasound guided procedures will be discussed.  Participants will have the opportunity to practice these procedures such as breast and tumor targeting drainage of fluid/ascites and central venous catheter insertion.	III	Washington DC Convention Center	Salon I	Y	2016_ssc
SSC07	12789	Advanced Colonoscopy: Polypectomy and Beyond	10/17/2016	1:00 PM	5:15 PM	4	N	The last 10 years has brought new advances in advanced endoscopic techniques for polypectomy (for example: endoscopic mucosal resection (EMR) endoscopic submucosal dissection (ESD) and paroscopic assisted colonoscopic polypectomy) endoluminal management of anastomotic leaks endoscopically placed stents to relieve colorectal obstruction and endoluminal suturing.  This course which is designed for general and colorectal surgeons who routinely perform colonoscopy will discuss each of these methods and review the pertinent data.  There will be a hands-on skills lab session after the lectures during which participants will have the chance to perform ESD in an ex vivo model and place endoscopic clips as well as become acquainted with colonic stents and endoluminal suturing devices.	III	Washington DC Convention Center	103B	Y	2016_ssc
SSC08A	12805	Laparoscopic Inguinal and Ventral Hernia Repair (Lecture Only)	10/18/2016	8:00 AM	11:45 AM	3.75	N	The learning curve for laparoscopic hernia repair is said to be more than 50 cases despite participation in formal training courses. Prior work assessing skills learned during animal and simulation based training courses reveal incomplete transfer to live operating room environments. As most courses largely focus on the technical aspects of laparoscopic hernia repair assessment of cognitive and decision based approaches is warranted. This course addresses a variety of technical and cognitive decisions related to laparoscopic inguinal and incisional hernia repair.	II	Washington DC Convention Center	140	Y	2016_ssc
SSC08B	12791	Laparoscopic Inguinal and Ventral Hernia Repair (Lecture and Lab)	10/18/2016	8:00 AM	5:00 PM	7.5	N	The learning curve for laparoscopic hernia repair is said to be more than 50 cases despite participation in formal training courses. Prior work assessing skills learned during animal and simulation based training courses reveal incomplete transfer to live operating room environments. As most courses largely focus on the technical aspects of laparoscopic hernia repair assessment of cognitive and decision based approaches is warranted. This course addresses a variety of technical and cognitive decisions related to laparoscopic inguinal and incisional hernia repair.	III	Washington DC Convention Center	Salon G	Y	2016_ssc
SSC09A	12793	Minimally Invasive Laparoscopic Colorectal Surgery (Lecture Only)	10/18/2016	8:00 AM	12:15 PM	4	N	Advances in minimally invasive techniques and equipment have permitted safe and more advanced operations to be performed. Laparoscopic resection for colorectal disease is progressively becoming the preferred technique for colectomy for most diseases. The technology continues to progress rapidly. This course is designed to help the participant gain familiarity in the laparoscopic approaches to colectomy with an introduction to the use of robotics.	II	Washington DC Convention Center	103A	Y	2016_ssc
SSC09B	12795	Minimally Invasive Laparoscopic Colorectal Surgery (Lecture and Lab)	10/18/2016	8:00 AM	5:45 PM	8	N	Advances in minimally invasive techniques and equipment have permitted safe and more advanced operations to be performed. Laparoscopic resection for colorectal disease is progressively becoming the preferred technique for colectomy for most diseases. The technology continues to progress rapidly. This course is designed to help the participant gain familiarity in the laparoscopic approaches to colectomy with an introduction to the use of robotics.	III	The George Washington University (GWU) 	Washington Institute of Surgical Ed. (WISE)	Y	2016_ssc
SSC10	12797	Endovascular Approaches to Hemorrhage Control and Resuscitation - Integrating BEST and ESTARS	10/18/2016	9:00 AM	4:30 PM	6	N	This course is the integration of two published training courses Basic Endovascular Skills for Trauma (BEST) and Endovascular Skills for Trauma and Resuscitative Surgery (ESTARS) designed to familiarize physicians with the basic endovascular techniques required to perform the maneuver referred to as resuscitative endovascular balloon occlusion of the aorta (REBOA).  Preclinical translational investigations have noted the physiologic benefits of REBOA for abdominal and pelvic hemorrhage and shock. Recent case reports and multi-institutional trials have demonstrated safe and effective control of hemorrhage using REBOA in patients with life-threatening hemorrhage below the diaphragm. This skill set can be performed safely in the resuscitation suite using X-ray or in the operating room using fluoroscopy. The advent of the hybrid operating room coupled with the potential benefits of endovascular techniques in the setting of trauma will likely result in an increasing number of patients being diagnosed and treated with catheter-based interventions. Basic pelvic angiography will be also discussed and demonstrated as a potential bridge from REBOA to definitive hemorrhage control.		Washington DC Convention Center	Salon I	Y	2016_ssc
SSC11	12799	Rib Plating	10/19/2016	8:30 AM	4:00 PM	6	N	This dynamic course consists of a well-balanced didactic and hands-on lab instruction. Nationally recognized faculty experts in open reduction internal fixation (ORIF) of rib fracture will proctor learners in a low faculty to learner ratio utilizing state-of-the-art products and techniques.  At the conclusion of the course participants may expect to be well-versed in the subject of rib fracture management; specifically basic surgical principles pain control indications complications and technical challenges of rib fracture ORIF.	III	Washington DC Convention Center	Salon I	Y	2016_ssc
SSC12	12801	Bedside Procedures in the Surgical Intensive Care Unit (SICU): What? Why? and How?	10/19/2016	9:00 AM	4:30 PM	6	N	With decreasing access to operating room (OR) time and the difficulties inherent in scheduling procedures for critically ill patients requiring ongoing complex treatments bedside procedures are a safe cost effective alternative that can be scheduled at virtually any time without the need for a time consuming and labor intensive transfer of the patient that has an inherent potential for an adverse outcome. Several of the most common procedures utilized at the bedside today will be taught using a combination of didactic lectures as well as hands-on instruction using simulation models. In addition various common procedures that critical care surgeons should be comfortable with will be reviewed.  These procedures include percutaneous tracheostomy percutaneous endoscopic gastrostomy fiberoptic bronchoscopy ultrasound guided vascular access and pigtail catheter insertion for pneumothorax and pleural drainage.	III	Washington DC Convention Center	103B	Y	2016_ssc
SSC13	12803	Oncoplastic Breast Surgery for the General Surgeon	10/19/2016	9:00 AM	5:30 PM	7	N	This session will cover an up-to-date review of advances in management strategies for patients with breast cancer and co-morbidities. The goal of the course is to increase the competencies and performance of healthcare professionals involved in treating this patient population which will ultimately improve the quality of life and overall survival of patients with this disease.	III	The George Washington University (GWU) 	Washington Institute of Surgical Ed. (WISE)	Y	2016_ssc
SSC14	13479	Robotic Gastrointestinal Surgery: Program Planning Approach and Applications	10/16/2016	9:15 AM	4:45 PM	6	N	Robotic surgery is increasingly being applied towards many different surgical procedures. It is important that with the introduction of new applications for this technology safety and efficacy be rigorously evaluated.  This course aims to discuss current applications of robotic technology to upper and lower GI surgery. Presentations will emphasize program set-up including aspects of credentialing certification legal exposure training safety quality assurance and procedure specific assessment and evaluation of robotic approaches.	II	Washington DC Convention Center	143 BC	Y	2016_ssc
TH01	13209	Merit-Based Incentive Payment System (MIPS): Alternate Payment Plan	10/18/2016	7:00 AM	7:45 AM	0	N	An update for Fellows on alternate payment plans that may supecede the current E&M/CPT payment for service models as mandated in the repeal of the SGR. Representatives of the ACS Board of Governors' Health Quality Pillar will participate.    CME is not given for attendance at  Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	201	N	2016_th
TH02	13213	Onboarding for Surgeons: Preparation for Practice Life	10/18/2016	7:00 AM	7:45 AM	0	N	Numerous issues need to be addressed when bringing a new surgeon into practice both on the part of the new surgeon and the hiring surgeon group or hospital. Previous presentations have covered employment contracts and basics of entry into practice.  A comprehensive discussion of issues ranging from scope of surgical cases to preference cards to maternity/paternity leave is needed by the surgeon entering practice.  The hiring surgeon needs an action list covering evaluation of skill set and competence development of metrics for evaluation after entry into practice and integration of the new surgeon into the practice.  This surgeon-led discussion will be a high-impact event covering the broad range of factors needed to successfully 'on board' a new surgeon.    CME is not given for attendance at  Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	202 A		2016_th
TH03	13215	30-Day Mortality Outcomes and Surgical Palliative Care: Can They Co-Exist?	10/18/2016	7:00 AM	7:45 AM	0	N	This expert panel discussion will provide a background on the 30-day mortality outcome measure and offer perspectives on how initiating surgical palliative care in the current atmosphere of outcomes and performance measurement can be both positive and negative. An active question and answer session will allow audience members to offer their perspective and ask the expert panelists questions.    CME is not given for attendance at  Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	202 B		2016_th
TH04	13219	Accruals to Oncology Clinical Trials	10/18/2016	7:00 AM	7:45 AM	0	N	Accruals to oncology clinical trials are down nationally. This Town Hall will explore barriers to accruals especially for rural and community-based surgeons and will discuss practical ways to address them. Principal investigators from high-accruing community institutions will discuss their strategies for improving accruals. Attendees will have the opportunity to describe issues in their practice or institution that impede clinical trial accrual and obtain feedback and ideas from fellow attendees.    CME is not given for attendance at  Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.    Sponsored by the ACS Clinical Research Program Education Committee		Washington DC Convention Center	207B		2016_th
TH05	13223	An Update on the Metabolic and Bariatric Surgery Accreditation and Quality Improvement Program (MBSAQIP)	10/18/2016	7:00 AM	7:45 AM	0	N	The Metabolic and Bariatric Surgery Accreditation and Quality Improvement Program (MBSAQIP) a unified program of the ACS and the American Society of Metabolic and Bariatric Surgery (ASMBS) will be reviewed to include requirements of participation verification elements of the program data registry expectations and the status of the new joint standards and volume thresholds.  Benefits in participating in MBSAQIP include a process for quality improvement and the ability to track outcomes with the bariatric-specific longitudinal outcomes database. The Decreasing Readmissions through Opportunities Provided (DROP) project the national collaborative for MBSAQIP will also be reviewed.  Upon conclusion there will be an opportunity for a question and answer session hosted by the members of the programs oversight group the Committee for Metabolic and Bariatric Surgery.    CME is not given for attendance at Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	207A		2016_th
TH06	13225	The Surgeon Specific Registry (SSR) for the Practicing Surgeon	10/19/2016	7:00 AM	7:45 AM	0	N	The SSR is a web and mobile application and database that allows surgeons to track their cases and outcomes in a convenient manner. The SSR enables surgeons to log and keep track of their cases and allows participation in an increasing number of regulatory programs for the individual surgeon.  Upon conclusion there will be opportunity for questions.    CME is not given for attendance at Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	201		2016_th
TH07	13227	Early Results from Optimal Resources for Pediatric Surgical Care Program	10/19/2016	7:00 AM	7:45 AM	0	N	This town hall forum will provide an update on the implementation and progress of the ACS program designed to provide optimal care for children with surgical issues.    CME is not given for attendance at Town Hall Meetings.  No formal presentations are made neither is audience response equipment provided.		Washington DC Convention Center	202 A		2016_th
